The first International floodlight football match took place in what year	1955	Which group backs James Brown, the self-styled 'Godfather of Soul'	The famous flames	 Marine iguanas, saltwater crocodiles, sea snakes, and sea turtles are the only surviving seawater_adapted __________	Reptiles
Three of the following U.S. Presidents appeared at one time or another on what's my line which one did not Jimmy Carter, Gerald Ford, Ronald Reagan, George Bush	George bush	Good Rhine wines are bottled in what colour bottles?	Brown	Fifty who had the nickname 'golden bear'	Jack nicklaus
In brewing what do the initials OG stand for	Original Gravity	Who was the original lead singer with the Moody Blues	Denny laine	What is the common name for the aurora borealis	Northern lights
Which German firm produced the World War Two plane the Condor	Fockewulf	What Venetian traveler and explorer landed in China and reached Kublai Khan's court in 1275?	Marco Polo	What florentine held that the ends justified the means	Machiavelli
The pivot point of a lever is called the _________.	Fulcrum	In which country is the secretariat of the European Parliament	Luxemburg	What bird has double-plumed feathers	Emu
The Salvation Army was founded in what year	1865	Who invented the exploding shell	Henry shrapnel	Samhain', literally means 'end of summer' and is a Gaelic language word. What is it's direct English equivalent 	November 
Who, posthumously, was the Formula 1 Drivers' World Champion in 1970	Jochen rindt	Who invented Lava Lamps?	Craven Walker	What is the capital of Venezuela	Caracas
What Type Of Cheese Was Traditionally Made From Buffaloes Milk? 	Mozzarella 	In James Bonds books what was Dr No's first name	Julius	What was the setting for "The Sound of Music"?	Austria
The normal temperature of a cat is _____ degrees (it's a decimal)	101.5F	Principial male dancer.	Premieur danseur	Francis What prime-time soap opera debuted as a five-part miniseries in 1978	Dallas
What is the chemical symbol for lead?	Pb	What's the name of B.B. King's guitar?	Lucille	What is the Capital of: Slovenia	Ljubljana
What is the minimum number of integer degrees in an obtuse angle?	91	Which Member Of The Cat Family Cannot Retract Its Claws? 	The Cheetah 	What fabled monster has a lions head and a serpents tail	Chimera
What is defined as "The fruit of the oak, beech, chestnut, and other forest trees, on which swine feed"	Mast	What french port did 200,000 british troops flee on june 4th 1940 	Dunkirk 	Who proclaimed thanksgiving a national holiday in 1863	Abraham lincoln
Logophobia is the fear of	Words	What links Grey Bean Canada Brent Barnacle	Types of Goose	The Brodway version of Disney "The Lion King" uses more than ___________ puppets 	232
The largest rough diamond is a?	Cullinan	What is the name of the fruit sauce which is a traditional accompaniment to the Christmas Turkey? 	Cranberry 	What are the units of measurement for Power ?	Watt
What is recorded with two beams of light	Holograph	In 1981 James Brady was shot attempting to assassinate whom	Ronald reagan	On the Moh Hardness scale what has a hardness of 10?	Diamond
In Happy Days what was Potsies full name	Warren Webber	Football: The Dallas ______?	Cowboys	Which Author Wrote The 'Just So Stories''? 	Rudyard Kipling 
What line of latitude separates the Slave States form the Free States of the USA?	Mason-Dixon Line	Under what name did norma jean mortenson become famous	Marilyn monroe	Who discovered gold on the Witwatersrand?	George Harrison
Which fruit has the scientific name of malus pumulia? 	The Apple 	This TV series ran for 78 episodes before it was scrapped - what	Star Trek	What travels in gaggles	Geese
What Do You Call A Birth Where A Baby's Feet Are Delivered First 	Breech Birth 	What does Steven Spielberg try to include in every film he makes, claiming it is for luck?	Scene With A Shooting Star	What is the name of the largest South American lake	Lake maracaibo
In which American city can you get doctorate in hambugerology	Hamburger College – Chicago	What is a tennis shot hit in the air when close to the net	Volley	What was the first name of Captain Dobey on Starsky & Hutch?	Harold
The Young Ones Was A Hit On Both Screen & Vinyl For Which British Legend	Cliff Richard	In what fictional vessel are characters Starbuck Stubb Fedallah	Pequod in Moby Dick	Where or what is a birds lore	Space between eye and beak
What is the basic unit of currency for Honduras ?	Lempira	Who designed the union buildings	Sir herbert baker	Who wrote Cliff Richards hit song Living Doll	Lionel Bart
What term originally menat instruction in all branches of knowledge, or a comprehensive education in a specific subject	Encyclopedia	Where would you find Lunate Triquetral and Hamate	Bones in Wrist	Which Fast Foon Advertised With The Slogan 'Wheres The Beef'' 	Wendy's 
Which Beatles Son Had A Hit With "Too Late For Goodbyes"	John Lennon (Julian)	On Which Day Of The Week Was The 1997 Grand National Contested? 	Monday (Due To Bomb Scare) 	Countries of the world: north western Africa, Nouakchott is the capital	Mauritania
What is the cube root of 64	Four	In wacky races who drove the converter car	Professor Pat Pending	As who is Cassius Clay now known	Mohammed Ali
Who Released The 70's Album Entitled The Grand Tour 	George Jones 	Who was the actor who played lt columbo in the series columbo	Peter falk	A prostitute with wealthy or upper class connections	Courtesan
Which british club became the first to have an all seater stadium? 	Aberdeen 	Which Now Famous A List Hollywood Celebrity Appeared Briefly In The Video To The Paula Abdul Video "Rush Rush"	Keanu Reeves	All Sikhs must possess five things - one is a Kangha - what is it	Comb
What two words make the word 'meld'	Melt and weld	The Simpsons Halloween Episodes are an annual tradition in which there are three separate, self-contained pieces. By which title are these episodes known 	Treehouse of Horror 	What is the fear of being buried alive known as	Taphephobia
What two items make up the dish devils on horseback	Bacon Prunes	What did Jack Horner pull from his pie	Plum	Where is the 'whispering gallery'?	St. Paul's Cathedral
What are Arran Pilot Homeguard and Ulster Chieftain	Early types of Potato	On november, 16, 1907, oklahoma became the what number state 	46th 	What is the most populous domesticated creature in the US	Honey Bees
With which part of the body is dermatology concerned	Skin	Who wrote the song, "Pac-Man Fever?"                                                                                                 	Buckner and Garcia	If you were eating calemare - what are you snacking on	Squid
What name was given to the light, clear wine developed in medieval times along the coastal valleys of the Gironde river in the Bordeaux region? 	Claret 	Who said "Sometimes a cigar is just a cigar"	Sigmund Freud	What is a cyclone	Area of low pressure
What is the correct name for brown coal	Lignite	Who rejected the role of Riddler in Batman Forever	Robin Williams	Who Released Their 2nd Album Rhythm & Stealth In 1999	Left field
Author of Good as Gold and Closing Time but famed for another	Joseph Heller Catch 22	Who is Julia Wells Better known as?	Julie Andrews	Marine creature with tusks	Walrus
How Many Successive Wimbledon Titles Did Bjorn Borg Win 	5 	What does the C stand for in the equation E=mc2	Speed of light	Which is the only English football league team that has a name ending with the letter G? 	Reading 
An adventurous penguin named Tennessee Tuxedo had a sidekick named _______?	Chumley	What cult-fav eighties movie features John Lithgow from another dimension?	The Adventures of Buckaroo Banzai	Ecophobia is a fear of what	Home
Which Song From "The White Album" Was Originally Entitled "Maharishi" ?	Sexy Sadie	This stone enabled scholars to decipher Egyptian hieroglyphs	Rosetta stone	The fastest bird is a spine tailed swift. How fast can it fly (mph)	106
What is in the Red Data Book	Endangered Species	Who is Paul Mc-Cartneys Fashion Designer Daughter 	Stella McCartney 	What Is The Slowest Fish? 	The Sea Horse 
What is tramp's nickname for lady in "Lady and the Tramp"	Pidge	In 1968, who released 'Carnival of life' and 'Recital'?	Lee Michaels	If you're involved in firing, throwing, and glazing, what do you do	Pottery
The first international cricket match ever, was held between canada and _____	U.S.A.	What is the young of this animal called: Quail	Cheeper	Who dubbed australia 'the lucky country'	Donald horne
Literature Scramble: lxrnaadee lzynsshietno (Author of Gulag Archipelago)	Alexander Solzhenitsyn	Darwin Who owns: Head and Shoulders shampoo	Procter and gamble	Which colourless, odourless light gas is used to lift airships	Helium
Which sailor dreamed of Toasted Cheese in Treasure Island	Ben Gunn	The Pindus mountains run north to south through which country	Greece	Which record breaker won the first major Marathon she entered in 1996? 	Liz McColgan 
In 1900, what was the average lifespan in the u.s	Forty seven	 This instrument measures the velocity of the wind.	Anemometer	Billy the Kid was born in _____	1859
Japanese profesional hostess and entertainer	Geisha	Boston Bruins hockey great _____ was inducted into the hall of fame in 1947	Aubrey "dit" clapper	What is the Capital of: Nicaragua	Managua
Legal Terms: To steal property entrusted to one's care.	Embezzle	What does 'cc' stand for in motor mechanics	Cubic centimetre	What is the name of the Chicago baseball team based at Wrigley Field	Chicago cubs
Orange juice and what make an ambassador	Tequila	What was the name of the England team's now infamous 'goal celebration' performed at the 1996 European Championships in England?	The Dentist's Chair	In 1925 the worlds first what opened Luis Obispo California	Motel - Called Motel Inn
What system is based on the number 10	Decimal	What cocktail: Vodka, Galliano and Orange Juice? 	Harvey Wallbanger 	What is the only venomous british snake	Adder
Who was known as the clown prince of basketball	Meadowlark lemon	What word appears above George Washington's head on a quarter	Liberty	Which Big Voiced Singer Is Usually Associated With The Irving Berlin Song "Theres No Business Like Showbusiness"	Ethel Merman
What is the maximum number of clubs a golfer may use in a round	Fourteen	In 1950 the Minnesota valley canning company became what	Jolly Green Giant	Which South African President was assassinated in 1966	Hendrik verwoerd
On the fahrenheit scale, there are 180 degrees between boiling point and ______	Freezing point	Who Was The First Boxer To Receive A Knighthood 	Sir Henry Cooper 	An Italian vinegar matured in wooden barrels	Balsamic
U.S. Captials - Illinois	Springfield	Which European country has the highest population density	Monaco	What is examined by an otoscope	The ear
What is the fear of politicians known as	Politicophobia	Smuck is the collective noun for which marine creature? 	Jelly Fish 	Which Band Accompanied Vic Reeves On His Chart Topper “Dizzy”?	The Wonder Stuff
The only us state that celebrates its own independence day	Texas	Who played Deanna Troi in 'Star Trek The Next Generation'?	Marina Sirtis	What Ohio city is known as "the rubber capital of the world"	Akron
What is the longest English word that only has one vowel	Strengths	Fallstaff first appears in what Shakespeare play	Henry IV part 1	What is the opposite of wet - if its not wet	Sweet
"The Diary of Anne Frank" was first published in English under what title	The diary of a young girl	When was the shortest war in history	1896	Kleptophobia is the fear of	Stealing
What was the original name of Duran Duran?	RAF	Auctioneer's or judge's hammer	Gavel	What word originally meant a dark cosmetic eye powder	Alcohol from Al Kuhul antimony
Liza Minelli played what character in Cabaret	Sally Bowles	What is the first name of Agatha Christies Miss Marple	Jane	Which Tennis Player Was Jimmy Connors Engaged To 	Chirs Evet 
In Raton New Mexico its illegal for a woman to ride wearing what	A Kimono	The Song West End Girls Was A Number One Hit For Which Famous Pop Duo	The Pet Shop Boys	Who Released The 70's Album Entitled Lark's Tongue in Aspic 	King Crimson 
What is the second largest of the United States	Texas	Name Iron Maiden's famous mascot (depicted on the cover of Sanctuary standing over Margaret Thatcher's decapitated body)?	Eddie	In Gaelic legend, who had a dog called Bran	Fingal
In the English legal system there are three Divisions in the High Court of Justice. One is the Family division. Name the other two	Queen's bench & chancery	What is the capital of the state of Virginia	Richmond	Who played Sarah Connor in 1984's "Terminator"?	Linda Hamilton
 Crabs and other crustaceans can escape danger by simply discarding an injured or trapped __________	Limb	Which Member Of The Velvet Underground Produced Patti Smith's Debut Album Horses	John Cale	Which British Pop Star Named His Son After The Singer "Sitting On The Dock Of The Bay"?	Bryan Ferry (Otis)
What sort of meat is used in the dish Guard of Honour	Neck of Lamb	What Is The Soft Spot On A Babies Head Known As 	The Fontanelle 	Name Buddy Holly's Texas Home Town	Lubbock
Which actor's real name is Emmanuel Goldenberg	Edward g robinson	In what country was aspirin invented	Germany	How did Virginia Woolf die	Committed suicide
How often does a quotidian thing occur	Daily	What Spanish title is equivalent to princess	Infanta	When was D-day?	June 6th, 1944
The geometric shape found on the Bass Pale Ale bottle	Triangle	Name The Horse That Won The 2007 Grand National 	Silver Birch 	Toxicophobia is a fear of ______	Poison
What was the Grammy album of the year in 1967 (Full name)	Beatles Sergeant Peppers	Name the continent that consists of a single country. 	Australia 	On which story by Arthur C. Clarke was the film '2001 - A Space Odyssey" based	The sentinel
Who Penned The 1999 Autobiography (Managing My Life)? 	Alex Ferguson 	Bamboo harvester was the real name of what TV character	Mr Ed	Which 1988 film saw Bruce Willis battling against a group of terrorists that crudely interrupted a Christmas party 	Die Hard'' 
Off what coast was 'prison island'	French guiana	With Which Band Did Wyclef Jean & Lauryn Hill First Make Their Name	The Fugees	The highest temperature ever recorded occurred in Libya in 1922. What was the temperature (fahrenehit)	136
In 1962 Chubby Checker had a hit with a pop song and novelty dance that remains famous today. What was that dance?	The Twist	Pompeii was buried by Vesuvious in AD 79 - what other city	Herculaneum	The FEI govern what sport	Equestrian
Who invented the saxophone	Adolphe sax	Rorke's Drift was a battle in which war?	The Zulu War	Which Group Was Put Together For A TV Programme Based In Miami	S Club 7
In which European country is Romansch one of the official languages	Switzerland	Which magazine was founded by the American Dewitt Wallace	Reader's digest	Who directed the film A Fistful of Dollars	Sergio leona
Hills and ridges composed of drifting sand are known as _____.	Dunes	The two_minute storm in the opening of Disney's ___________________(1989) took ten special effects artists over a year to complete. 	The little mermaid	Who was the girl in Peter Seller's soup	Goldie hawn
A Ten pound note depicts a scene from which Dickens novel	Pickwick papers	Who was the first host of truth or consequences	Ralph edwards	Which country borders Italy, Switzerland, West Germany, Czechoslovakia, Hungary, Yugoslavia, and Liechtenstein?	Austria
In Computing What Does The Word Modem Stand For 	Modulate Demodulate 	Who sings and plays the theme song for the tv show 'frasier'	Kelsey grammar	What character did Disney add to Winnie the Pooh not in books	Gopher
What is the oldest country in Europe	San Marino 301 ad	Whose Pepsi commercial was dumped after complaints from Christian groups	Madonna's	Who is credited with inventing television	John baird
In which country are 'fajitas' a traditional dish	Mexico	In 65 A.D., which Roman emperor forced his former tutor, Seneca the Younger, to commit suicide	Nero	What, in Australian English is a coolabah	Tree
Addictive drug prepared from morphine	Heroin	Kosmikophobia is the fear of	Cosmic phenomenon	Who Had A Hit In 1981 With "Mustang Sally"	The Commitments
Which Cricketing Bad Boy Is Known As 'The Cat' 	Phil Tuffnel 	What is the fear of society known as	Sociophobia	Chysoprase is a shade of what primary colour	Red
What is a Winter Banana	A variety of Apple	What is the second bridge built across the thames	Westminster bridge	Within Which Sport Might You Encounter The Cyclops System 	Tennis 
What is the technical name for the twisting of a stalk as it grows in response to a stimulus from a particular direction	Strophism	The First Version Of "Je T'aime"___. Moi Non Plus (Suppressed Before It Could Be Released) Was Recorded As A Duet Between Serge Gainsbourg And Which Actress	Brigette Bardot	The first atom bomb was dropped on which Japanese city	Hiroshima
What is a group of this animal called: Hare	Down husk	In what country is the car model the Treka produced	New Zealand	Before it meant tall building what did skyscraper mean	Tall sailing ships masts
Who was the NBA's most valuable player in 1976, 1977 and 1980?	Kareem Abdul-Jabbar	Which US dramatist was once married to Marylin Monroe and penned the plays "Death Of A Salesman" and "The Crucible"?	Arthur Miller	Who's First Top Ten Hit Was “Harvest For The World” In 1998?	The Christians
Gangster Al Capone, boss of the Chicago underworld, was finally gaoled for 11 years for what crime?	Tax evasion	Where is the dalmatian coast	Croatia	2 Bands Signed Their Very First Recording Contracts On The Day Elvis Died Name Either	Kiss / The Buzzcocks
What war lasted from june 5 to june 11 1967	Six day war	Where were the 1924 Olympics held ?	Paris, France	Over here we have a current account with a bank, what do the Americans call it	Checking account
What chemical compound causes pain in muscles after exercise?	Lactic acid	What Did Charles Dawson Appear To Have Found On Piltdown Common 	The Missing link 	What is the capital of Wales??	Cardiff
What Was The First Record To Chart For US Supergroup "The Eagles"	One Of These Nights	What is the sum of 95 x 1	95	If you wanted to buy liver sausage in the US, what product name should you look for? 	Liverwurst 
What are the Aki - Dai-shimizy - Seikan in Japan	Tunnels	In British army what ranks between Major General and Colonel	Brigadier	The word athletics comes from the Greek athlos meaning what	Contest
3 Singers Have Sung The Opening Line The Christmas Favourite Do They Know Its Christmas (PFE) 	Paul Young, Kylie Minogue, Chris Martin 	Thames water removes a ton of it monthly from sewage – what	Pubic Hair – system  cant handle it	On which continent would you be standing if you were visiting the Republic of Surinam	South america
Which independent family company is Britain's oldest brewer, having been brewing on the site in Faversham since 1698	Shepherd neame	What was the title of the winning song in the 1997 Eurovision Song Contest	Love shine a light	Who said - "The mass of men lead lives of quiet desperation"	Henry Thoreau
What lake is approximately 394,000 sq km	Caspian sea	What is the Capital of: Burma	Rangoon yangon	Which is the only middle eastern county without a desert	Lebanon
What ship did jason sail on	Argo	Which Capital City Might You Associate With A Statue Of A Mermaid 	Copenhagen 	What country has the car registration letter T	Thailand
What's the capital of Uruguay	Montevideo	Although Successful, What Run Did "Penny Lane" Break For The Beatles & Why	A String Of 7 No.1's Preceeded It - (2)	Where, in 1955, was one of the worst accidents in motor racing history, when 82 spectators were killed	Le mans
Aesthetic principles derived from the literature and art of ancient Greece & Rome, but found as ideals in all ages is called?	Classicism	Name both rival gangs in West Side Story	Sharks Jets	Which Composer Wrote The Classic Waltz 'The Blue Daube'	Johann Strauss
What is the brewery featured in Coronation Street? 	Newton and Ridley 	Who Didn't Eric Clapton Shoot In 1974	The Deputy	What has 336 dimples	Golf ball
What is the third month of the year	March	The grass on the prairie can be eaten up by 27 cattle in 6 weeks. If there are 23 cattle, the grass can be eaten up in 9 weeks. If there are 21 cattle, how many weeks would it take for the grass to be eaten	12 weeks	What do fennel leaves taste of	Aniseed
Who were Paul Humphries & Andy Mc-Cluskey Better Known As	OMD	Who wrote the novel The Piranhas	Harold Robbins	The spaceship voyager found geysers on triton, a moon of which planet	Neptune
What Process Is Used For Dating Ancient Organic Objects? 	Radio Carbon Dating 	Nut used to make marzipan	Almond	What does the lady in the cafe order after Sally finishes proving to Harry that he can't tell the difference between a real and a faked orgasm in "When Harry Met Sally"?	I'll have what she's having
In the rules of golf what type of bad weather can stop play	Only Lightning	What is the capital of the African country of the Ivory Coast	Abidjan	Which Patti Smith Album Featured A Cover Shot By Controversial Photographer Robert Mapplethorpe	Horses
How many bottles of `champagne' are there in a Nebuchadnezzar? 	20 Bottles 	Which secret society refers to God as 'the great architect of the Universe'?	Freemasons	Mel gibson starred in the film version of which play that grossed the most	Hamlet
What is the twelfth month of the year	December	England its illegal for a boy under 10 to see a naked what	Mannequin	What is the capital of Tuvalu	Fanafuti
What Year Saw The Imposition Of Martial Law In Poland 	1918 	Which celebrity ran the equivalent of 43 marathons in 52 days in 2009?	Eddie Izzard	What is the capital of Cyprus?	Nicosia
A 'bunya-bunya' tree is native to which country	Australia	A haboob creates what	Sandstorm – Desert Wind	Type of glazed earthenware	Delft
Where did the Mafia originate ?	Sicily	Which 1983 Duet Featuring Paul McCartney & Michael Jackson Has A 3 Word Title?	Say Say Say	Playing cards in which the pips are part of an art design are called this.	Transformation cards
In what film did Mary Poppins - Julie Andrews bare her nipples	S.O.B.	U.S. Captials - Kansas	Topeka	When did the series 'lost in space' premier on cbs	1965
Who was the female Prime Minister of England throughout the eighties? 	Marget Thatcher 	Which pretender to the English throne was hanged in 1499	Perkin warbeck	When the Hoovers did not want to be overheard by White House guests, they spoke to each other in what language	Chinese
What was the. first bird that Noah sent from the Ark	Raven	Which cereal is the only one grown standing in water? 	Rice 	Which English King Was Given The Title Defender Of The Faith By Pope Leo X? 	Henry VIII 
The Balfour Declaration by Great Britain was in what year	1917	What is the basic unit of currency for Macedonia ?	Denar	All inhabitants of Pitcairn island belong to what US religion	Seventh Day Adventists
Who was Poet Laureate from 1843 to 1850, during which period he wrote no poetry at all	William wordsworth	What in the USA is celebrated on the fourth Thursday in November	Thanksgiving	Which U2 Music Video Featured The Band Working Round The Streets Of Las Vegas	I Still Havent Found What Im Looking For
In which country is the Machu Picchu?	Peru	Who was the first baseball player to have his number (4) retired	Lou Gehrig	Stanley Burrell became famous as who	MC Hammer
Which drink did Bach enjoy so much he wrote a cantata for it	Coffee	Belgian and Swiss unit of currency	Franc	Where is the black forest	Germany
In the UK at least which products selling feature is a magic inch	E A Careys Pipes	What are the only numbers where they are the values of the numbers of factors they have	1 & 2	What is the name of Hamlet's tragic admirer?	Ophelia
The following is a line from which 1970's film 'There're all gonna laugh at you' ? 	Carrie 	Which country grows the most sugar	Brazil	Whose stories were illustrated.by 'Phiz'	Charles dickens
The Associated Powers - the original proposed name of what	The United Nations	In the movie "Tootsie" what was the name of the woman who was played by cross-dressing Dustin Hoffmann?	Dorthy Michaels	What is a Roman Catholic devotion consisting of prayers or services on nine consecutive days called	Novena
What kind of drum is beat beat in the first line of night and day	Tom-tom tom tom	Venus is the only planet that does what	Rotates Clockwise	What country does the Galapagos Islands belong to	Ecuador
Which Movie Tough Guy Drove A Car That Had The Licence Plate "Awsome 50"	Cobra	An animal that eats both plants and animals is known as an	Omnivore	Who was the only astronaut to lose his spacecraft	Gus grissom
A narrow crack or split	Fissure	What is the capital of Barbados ?	Bridgetown	What's the longest river in the british isles	Shannon
What is the ancient Chinese art of placement called	Feng shui	What is the capital of Mexico	Mexico city	In 1956 David Bryant became the first World Champion in which sport	Bowls
In September of 1994, 852 people died when the ferry Estonia sank in what sea	Baltic Sea	Which US president was portrayed by Anthony Hopkins in a 1995 film?	Richard Nixon	What is a 'hotel-dieu' in france	Hospital
Not as soups what have gazpacho - vichyssoise in common	Served Cold	A more common name for an anthrophagist is	Cannibal	What film was a California cinema showing when it went on fire	The Towering Inferno
How Many Violin Concertos Did Beethoven Write	One	What is the birthstone for september	Sapphire	Who was the first test-tube baby	Louise joy brown
What did 'Enigma' return to in January 1994	Innocence	 What is a "somnambulist"	A sleepwalk er	Middle of the Road' was recorded by which group in 1984	Pretenders
Which album is "Only A Nothern Song" on?	Yellow Submarine	In which continent would you find the Volga river ?	Europe	Canadians are sometimes thought of as	Canucks
What was the name of the robot on Buck Rogers?	Twiggy	What animal is a musophobic afraid of	Mice	What is the flower emblem of Wales?	Daffodil
Which beer was advertised as good for you	Guinness	What is the national symbol for India?	Lotus flower	Who wrote To Kill A Mockingbird	Harper lee
The statue of which famous Englishman stands in the"Piazza of the British Library	Sir isaac newton	Where Does Edelweiss Grow 	In The Alps At High Altitude 	What item were originally called Hanways	Umbrellas
Intense aerial bombing is called what	Saturation	Which U.S. state has the most vehicles and highways per square mile	New jersey	Who was the mother of Castor and Pollux	Helen of Troy
Antipater of Sidon first listed what 2nd Century AD	7 Wonders World	About how many miles separate the U.S. & Cuba	Ninety 90	What come in types Transverse Scimitar and Barchan	Sand Dunes
Who is known as the 'father of the atomic bomb'	Robert oppenheimer	What was the title of Charlie Chaplin's last film	Limelight	This gypsy swing guitarist nearly had his left hand destroyed by fire as a child?	Django Reinhardt
What is the capitol of Venezuela	Caracas	What is Grimace of the McDonald's characters?	A tastebud	If you have a rhytidectomy what procedure has occurred	A Face Lift
What is Kenny G's real surname?	Gorelick	If eggs have been fried on one side only how are they said to be served	Sunny side up	What is china's sorrow	Yellow river
Little Larry Puny Pete Small Sam considered names of who	Dickens Tiny Tim	What Was The Name Of Nick Cave's Band Before The Bad Seeds	The Birthday Party	Under the snow and ice Antarctica is actually a what	Desert
And What Did Thomas Edison Later Invent In The Lab Set Up With The Prize Money Awarded To The Above Invention 	The Gramophone 	What kind of bird taught dr dolittle to talk to the animals	Parrot	During the 1960's who recorded the Albums 'Exile On Main Street' & 'Beggars Banquet'	The Rolling Stones
Which corporation opened it's new headquarters in Portland Place, London in May 1932? 	The BBC 	In the United States at the turn of the century there were how many states?	45	In the cartoon Scooby Do what is Scrappy Do's battle cry	Puppy Power
What Do Invertebrates Lack? 	A Backbone 	Who wrote the hymn Hear my Prayer	Mendlesson	When did richard burton die	1984
What does the electrical term 'ac' stand for	Alternating current	In which city is the Coleman's Mustard Museum? 	Norwich 	Which liqueur has blackcurrant as its main source	Cassis
U.S. Captials - New York	Albany	What is the Capital of: Tuvalu	Funafuti	The Mariana Trench is the deepest point of the Pacific Ocean to what depth does it reach. Give answer in feet.	36160
What is a 'yesterday, today and tomorrow'	Shrub	What 1979 film won the Oscar for best visual effects	Alien	Who won three ladies singles titles at Wimbledon in the 1950's? 	Maureen Connolly 
What Is The Nickname Of Bruce Springsteen	The Boss	What is a group of hares	Husk	Which Welsh actor won Christ's Robe in a dice game in The Robe? 	Richard Burton 
In the film 'The Day Of The Jackal', who played the Jackal?	Edward Fox	What title was held by the governor of India before independence	Viceroy	What is the general term used for various forms of insanity and mental derangement	Mental illness
 There are 328 species of __________	Parrots	Which pen name does the author Harry Patterson also use	Jack higgins	What was the first commercial readymix food	Pancake mix
What Famous Gothic Novel Was Written By Mary Shelley 	Frankenstein 	What creature is the symbol of medicine	Snake	 Koalas and humans are the only animals with unique prints. Koala prints cannot be distinguished from human __________	Fingerprints
Who was Poet Laureate during World War One	Robert bridges	In Yemen after a wedding what lasts an average 21 days	The wedding feast	Who Had A Uk Top 20 Hit In 1990 With No More Mr Nice Guy	Megadeath
Name the author of Dracula 	Bram Stoker	What is the currency of Vietnam?	Dong	Which word refers to the internal diameter of a gun barrel	Calibre
Of which State was Jimmy Carter Governor before he became president	Georgia	Baby, Bonny, Boofuls, Bumper, Bubbles, Bigheart Are Collectively Known As What	The Jelly Babies	Name Four Of The Artists Attributed To The 1970 Version Of "Black Knight"	Blackmore, Gillan, Glover, Lord & Paice
Fear of thunder or thunderstorms is ______	Brontophobia	Collective nouns - a descent of what	Woodpeckers	As what is a giraffe also known?	Camelopard
How far is Neptune from the sun	2793 million miles	Name two sports where the winner moves backwards	Rowing - Tug of War	The ____ ____ school of poetry includes poets such as Frank O'Hara, John Ashbery and Kenneth Koch	New York
Savoy And Late Flat Dutch Are Both Varieties Of Which Vegetable? 	Cabbage 	What Is The Colour Of The Cross On The Finish Flag? 	Blue 	For What Do The Initials SYSLJFM Stand For In Joe Tex's "The Letter Song"	Save Your Sweet Love Just For Me
What is the name of the infection of the gums that causes them to bleed	Pyorrhoea	What to a French or Spanish man is an OVNI	UFO	What is a Hummum	Turkish bath
Which biblical character had 12 sons	Jacob	What was the name of the space shuttle that exploded?	Challenger	On Night Court,who was Harry's idol?	Mel Torme
How Are Clyde , Ding-A-Ling, Zippy, Pockets, Snoozy, Softy & Yak Yak Collectively Known?	The Ant Hill Mob	What is the fear of cooking known as	Mageirocophobia	What is the full name of the flavour enhancer MSG?	Monosodium glutamate
Who is the best-selling saxophonist	Kenny g	Where was the academy that plato founded in 387 bc	Athens	What was a large cask with a lidded opening, used to hold day's supply of drinking water for a ship's crewmen	Scuttlebutt
N. African dish of cracked wheat steamed over broth	Couscous	What is the capital of Norway	Oslo	A Tagine Is A Speciality Dish That Originated In Which Country 	Morocco 
Which Sportsman's Autobiography Is Called 'My Side''? 	David Beckham 	U.S. captials Kentucky	Frankfort	What was the name of the skunk in Bambi	Flower
What was superhero Green Lantern vulnerable to	Anything Yellow	How Do You Convert Centigrade To Fahrenheit 	Multiply By 9 Divide By Five Add 32 	-isms: An economic system characterized by private ownership and competition.	Capitalism
What did Colonel Blood try to steal in 1671	British crown jewels	A line drawn from an angle of a triangle to the mid-point of the opposite side is a(n) _______.	Median	A large sea birdor greedy person	Gannet
Which 60's Movie features The Line he's very clean 	A Hard Days Night 	Monology is the study of what	Stupidity	What Is The Small 4 String Instrument Originally From Hawaii	The Ukulele
Which of the following brands of drink sold the most in the UK in the year 2000 - Ribena, Lucozade or Tango?* * 	Ribena 	What is the second of einstein's 1905 papers	Special theory of relativity	Who was the French sculptor of the Statue of Liberty	Frederic bartholdi
What is the phonetic alphabet word for letter P	Papa	What is the basic unit of currency for San Marino ?	Lira	In the film 'Hackers', how old was 'zero_kool' when he was first arrested?	Eleven
In 1948 A Personnel Officer At ICI Noted That An Applicant Was "Headstrong, Obstinate & Dangerously Self Opinionated" Which Potential Recruit Was Turned Down	Margaret Thatcher	Who was the first voice of mickey mouse	Walt disney	To His Friends He Is Known As “Eric Claudin” How Is He Better Known Throughout The World?	The Phantom Of The Opera
Who Beat Arsenal In This Year To Become The UEFA Champions League Winner? 	FC Barcelona 	The constellations Canis Major and Canis Minor are said to represent the dogs of the Greek Hunter	Orion	Who Had A Number One Hit In 1962 With the Song Telstar	The Tornadoes
Where in the world are most diamonds found	Australia	What spice comes from the curcuma plant	Turmeric	Who Thanked Heaven For Little Girls In Gigi	Maurice Cevalier
What Soviet leader seized control from Khrushchev in 1964	Leonid Brezhnev 1984 till died 92	Name the Bee Gees ill fated young brother who charated with "Shadow Dancing"?	Andy Gibb	The film 'The Wizard Of ______'?	Oz
Who is better know as Vincent Damon Furnier?	Alice Cooper	Who plays the uncredited lead guitar on The Beatles Song "While My Guitar Gently Weeps"?	Eric Clapton	Which American Metal Band Of The Late 1980's Featured The Singer "Sebastian Bach"	Skid Row
Where do the White and Blue Niles join	Khartoum - in Sudan	Where would you find the phrase Annuit Coeptis	American Dollar Bill 	Name the Egyptian God of funerals	Anubis
